"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","converts first character to uppercase","Utils","Fri Oct 17 08:01:25 UTC 2025","passed","Fri Oct 17 08:01:25 UTC 2025","","firstUpperCase","",""
"","1","returns correct score text","webVitalsUtils","Fri Oct 17 08:01:08 UTC 2025","passed","Fri Oct 17 08:01:08 UTC 2025","","calculateLcpScoreText","",""
"","2","getAvatarUrl throws if no email or openid","Libravatar Utils","Fri Oct 17 08:01:26 UTC 2025","passed","Fri Oct 17 08:01:26 UTC 2025","","","",""
"","2","should throw error for invalid options","studiocmsMD","Fri Oct 17 08:01:03 UTC 2025","passed","Fri Oct 17 08:01:03 UTC 2025","","plugin creation","",""
"","1","should handle file system operations","tryCatch","Fri Oct 17 08:01:09 UTC 2025","passed","Fri Oct 17 08:01:09 UTC 2025","","real-world usage examples","",""
"","0","convertToSafeString returns empty string for empty input","utils/safeString","Fri Oct 17 08:01:52 UTC 2025","passed","Fri Oct 17 08:01:52 UTC 2025","","","",""
"","5","parses valid config","Zod Utils","Fri Oct 17 08:01:27 UTC 2025","passed","Fri Oct 17 08:01:27 UTC 2025","","parseConfig","",""
"","0","should parse valid core metrics","CoreWebVitalsMetricTypeSchema","Fri Oct 17 08:01:30 UTC 2025","passed","Fri Oct 17 08:01:30 UTC 2025","","","",""
"","0","returns undefined for string with only spaces","heroHelper tests","Fri Oct 17 08:01:29 UTC 2025","passed","Fri Oct 17 08:01:29 UTC 2025","","trimInput","",""
"","4","help command: should show help when no command is provided","buildkit CLI","Fri Oct 17 08:01:28 UTC 2025","passed","Fri Oct 17 08:01:28 UTC 2025","","","",""
"","0","returns yellow for <=0.25","webVitalsUtils","Fri Oct 17 08:01:08 UTC 2025","passed","Fri Oct 17 08:01:08 UTC 2025","","progressBarClsTrackColor","",""
"","2","handles arrays, optionals, nullables, and tuples","Zod Utils","Fri Oct 17 08:01:27 UTC 2025","passed","Fri Oct 17 08:01:27 UTC 2025","","deepRemoveDefaults","",""
"","0","should export default function","@studiocms/discord","Fri Oct 17 08:01:16 UTC 2025","passed","Fri Oct 17 08:01:16 UTC 2025","","plugin creation","",""
"","0","returns schema defaults if both configs are undefined","Zod Utils","Fri Oct 17 08:01:27 UTC 2025","passed","Fri Oct 17 08:01:27 UTC 2025","","parseAndMerge","",""
"","0","remapFilterSitemap returns empty if no matching package","getBlogRoute","Fri Oct 17 08:01:32 UTC 2025","passed","Fri Oct 17 08:01:32 UTC 2025","","","",""
"","0","should handle optional path parameter","WordPress API Configs","Fri Oct 17 08:01:06 UTC 2025","passed","Fri Oct 17 08:01:06 UTC 2025","","APIEndpointConfig","",""
"","0","decodes only semicolon-terminated entities","decodeHTMLStrict","Fri Oct 17 08:01:31 UTC 2025","passed","Fri Oct 17 08:01:31 UTC 2025","","","",""
"","5","plugin creation with default options","StudioCMS WYSIWYG Plugin","Fri Oct 17 08:01:23 UTC 2025","passed","Fri Oct 17 08:01:23 UTC 2025","","","",""
"","5","should read and parse JSON file successfully","readJson","Fri Oct 17 08:01:34 UTC 2025","passed","Fri Oct 17 08:01:34 UTC 2025","","","",""
"","0","should export default cache lifetime values","consts.ts","Fri Oct 17 08:01:14 UTC 2025","passed","Fri Oct 17 08:01:14 UTC 2025","","","",""
"","4","render component with badge","Components Container tests","Fri Oct 17 08:01:20 UTC 2025","passed","Fri Oct 17 08:01:20 UTC 2025","PageHeader component","First Time Setup components","",""
"","0","should create a config layer successfully","Scrypt Module","Fri Oct 17 08:01:08 UTC 2025","passed","Fri Oct 17 08:01:08 UTC 2025","","ScryptConfig","",""
"","3","returns micromatch.isMatch result for string pattern","Middleware Utils","Fri Oct 17 08:01:25 UTC 2025","passed","Fri Oct 17 08:01:25 UTC 2025","","matchFilterCheck","",""
"","0","handles empty string","decodeHTML (edge cases)","Fri Oct 17 08:01:31 UTC 2025","passed","Fri Oct 17 08:01:31 UTC 2025","","","",""
"","0","validates minimal sanitize options","WYSIWYG Types and Schema","Fri Oct 17 08:01:15 UTC 2025","passed","Fri Oct 17 08:01:15 UTC 2025","","WYSIWYGSchema","",""
"","1","ensureHtmlExtension adds .html if missing","pathGenerators","Fri Oct 17 08:01:33 UTC 2025","passed","Fri Oct 17 08:01:33 UTC 2025","","","",""
"","48","returns error for unknown key","setLocals","Fri Oct 17 08:01:22 UTC 2025","passed","Fri Oct 17 08:01:22 UTC 2025","","","",""
"","11","render component","Components Container tests","Fri Oct 17 08:01:20 UTC 2025","passed","Fri Oct 17 08:01:20 UTC 2025","OAuthButton component","Auth components","",""
"","1","should merge options when updating","TemplateRenderer","Fri Oct 17 08:01:30 UTC 2025","passed","Fri Oct 17 08:01:30 UTC 2025","","Options management","",""
"","1","should validate complete page data","WordPress API Schema","Fri Oct 17 08:01:07 UTC 2025","passed","Fri Oct 17 08:01:07 UTC 2025","","Page","",""
"","0","should have correct plugin identifier","@studiocms/google","Fri Oct 17 08:01:16 UTC 2025","passed","Fri Oct 17 08:01:16 UTC 2025","","plugin structure","",""
"","3","should log initialization message","Cloudinary Image Service Plugin","Fri Oct 17 08:01:04 UTC 2025","passed","Fri Oct 17 08:01:04 UTC 2025","studiocms:config:setup hook","plugin hooks","",""
"","0","returns trimmed hero if provided","heroHelper tests","Fri Oct 17 08:01:29 UTC 2025","passed","Fri Oct 17 08:01:29 UTC 2025","getHeroImage","trimInput","",""
"","2","should successfully import and handle cleanup","Config Loader Utils","Fri Oct 17 08:01:09 UTC 2025","passed","Fri Oct 17 08:01:09 UTC 2025","","importBundledFile","",""
"","26","Editor with props","Editor component","Fri Oct 17 08:01:57 UTC 2025","passed","Fri Oct 17 08:01:57 UTC 2025","","","",""
"","0","decodes regular code points","decode-codepoint","Fri Oct 17 08:01:42 UTC 2025","passed","Fri Oct 17 08:01:42 UTC 2025","","decodeCodePoint","",""
"","1","should set up virtual imports correctly","studiocmsMDX","Fri Oct 17 08:01:04 UTC 2025","passed","Fri Oct 17 08:01:04 UTC 2025","","plugin hooks","",""
"","0","should aggregate page views for last7DaysData","buildPageRouteDataObject","Fri Oct 17 08:01:33 UTC 2025","passed","Fri Oct 17 08:01:33 UTC 2025","","","",""
"","0","stripTrailingSlash removes trailing slash","pathGenerators","Fri Oct 17 08:01:33 UTC 2025","passed","Fri Oct 17 08:01:33 UTC 2025","","","",""
"","0","should handle JSON parsing","tryCatch","Fri Oct 17 08:01:09 UTC 2025","passed","Fri Oct 17 08:01:09 UTC 2025","","real-world usage examples","",""
"","0","should return undefined for empty or falsy id","nodeNamespaceBuiltinsAstro","Fri Oct 17 08:01:41 UTC 2025","passed","Fri Oct 17 08:01:41 UTC 2025","","resolveBuiltIns","",""
"","7","should return a 204 response with correct headers","response-helpers","Fri Oct 17 08:01:19 UTC 2025","passed","Fri Oct 17 08:01:19 UTC 2025","","OptionsResponse","",""
"","1","fails on non-array input","SDKCore_Parsers","Fri Oct 17 08:01:25 UTC 2025","passed","Fri Oct 17 08:01:25 UTC 2025","","parseIdStringArray","",""
"","1","should create a plugin with StudioCMS flavor options","studiocmsMD","Fri Oct 17 08:01:03 UTC 2025","passed","Fri Oct 17 08:01:03 UTC 2025","","plugin creation","",""
"","4","createSession returns a UserSession","Session Module","Fri Oct 17 08:01:19 UTC 2025","passed","Fri Oct 17 08:01:19 UTC 2025","","","",""
"","47","returns an error if _Scrypt.makeLive throws","makeScrypt","Fri Oct 17 08:01:49 UTC 2025","passed","Fri Oct 17 08:01:49 UTC 2025","","","",""
"","3","render component no props","Components Container tests","Fri Oct 17 08:01:20 UTC 2025","passed","Fri Oct 17 08:01:20 UTC 2025","StaticAuthCheck component","Auth components","",""
"","2","SiteConfigMapID should be ""__StudioCMS_Site_Config""","StudioCMS SDK Constants","Fri Oct 17 08:01:53 UTC 2025","passed","Fri Oct 17 08:01:53 UTC 2025","","","",""
"","4","Editor with undefined content","MDX Editor component","Fri Oct 17 08:01:24 UTC 2025","passed","Fri Oct 17 08:01:24 UTC 2025","","","",""
"","3","should contain the expected identifiers","allowedIdentifiers","Fri Oct 17 08:01:44 UTC 2025","passed","Fri Oct 17 08:01:44 UTC 2025","","","",""
"","3","createUserSession creates session and sets cookie","Session Module","Fri Oct 17 08:01:19 UTC 2025","passed","Fri Oct 17 08:01:19 UTC 2025","","","",""
"","7","should load TypeScript config file","Config Loader Utils","Fri Oct 17 08:01:09 UTC 2025","passed","Fri Oct 17 08:01:09 UTC 2025","","loadConfigFile","",""
"","2","does not render menu if shouldSkipRendering returns true","UserQuickTools custom element","Fri Oct 17 08:01:59 UTC 2025","passed","Fri Oct 17 08:01:59 UTC 2025","","","",""
"","0","stripLeadingAndTrailingSlashes removes both","pathGenerators","Fri Oct 17 08:01:33 UTC 2025","passed","Fri Oct 17 08:01:33 UTC 2025","","","",""
"","1","should throw AstroError if cookies object is malformed","getCookie","Fri Oct 17 08:01:39 UTC 2025","passed","Fri Oct 17 08:01:39 UTC 2025","","","",""
"","0","filters final metrics correctly (rating_end or quartile*25==75)","processWebVitalsSummary","Fri Oct 17 08:01:27 UTC 2025","passed","Fri Oct 17 08:01:27 UTC 2025","","","",""
"","0","should remove common indentation from multi-line string","String Utilities","Fri Oct 17 08:01:09 UTC 2025","passed","Fri Oct 17 08:01:09 UTC 2025","","dedent","",""
"","0","should inherit from AstroError","ComponentProxyError","Fri Oct 17 08:01:33 UTC 2025","passed","Fri Oct 17 08:01:33 UTC 2025","","","",""
"","0","should format debug prefix in blue","getEventPrefix","Fri Oct 17 08:01:28 UTC 2025","passed","Fri Oct 17 08:01:28 UTC 2025","","","",""
"","1","should export the same function as named export","studiocmsMD","Fri Oct 17 08:01:03 UTC 2025","passed","Fri Oct 17 08:01:03 UTC 2025","","default export","",""
"","24","runs build with correct esbuild options","builder","Fri Oct 17 08:01:21 UTC 2025","passed","Fri Oct 17 08:01:21 UTC 2025","","","",""
"","2","should handle invalid options gracefully","StudioCMS DevApps Integration","Fri Oct 17 08:01:51 UTC 2025","passed","Fri Oct 17 08:01:51 UTC 2025","","studioCMSDevApps","",""
"","0","should return empty string for non-indented line","String Utilities","Fri Oct 17 08:01:09 UTC 2025","passed","Fri Oct 17 08:01:09 UTC 2025","","getIndent","",""
"","0","should handle string with no hyphens","String Utilities","Fri Oct 17 08:01:09 UTC 2025","passed","Fri Oct 17 08:01:09 UTC 2025","","convertHyphensToUnderscores","",""
"","3","runAstroConfigHook collects integrations","StudioCMSPluginTester","Fri Oct 17 08:01:27 UTC 2025","passed","Fri Oct 17 08:01:27 UTC 2025","","","",""
"","3","should handle config with external imports","Config Loader Utils","Fri Oct 17 08:01:09 UTC 2025","passed","Fri Oct 17 08:01:09 UTC 2025","","bundleConfigFile","",""
"","0","should create layer with makeLayer","WordPress API Configs","Fri Oct 17 08:01:06 UTC 2025","passed","Fri Oct 17 08:01:06 UTC 2025","","UseBlogPkgConfig","",""
"","0","should reject data without required fields","WordPress API Schema","Fri Oct 17 08:01:07 UTC 2025","passed","Fri Oct 17 08:01:07 UTC 2025","","RenderedProtectData","",""
"","0","returns micromatch.isMatch result for array of patterns","Middleware Utils","Fri Oct 17 08:01:25 UTC 2025","passed","Fri Oct 17 08:01:25 UTC 2025","","matchFilterCheck","",""
"","8","merges two simple objects","deepmerge test","Fri Oct 17 08:01:32 UTC 2025","passed","Fri Oct 17 08:01:32 UTC 2025","","deepmerge utility","",""
"","0","encodes a string to base64url format","base64UrlEncode","Fri Oct 17 08:01:26 UTC 2025","passed","Fri Oct 17 08:01:26 UTC 2025","","","",""
"","16","should work with different key lengths","Scrypt Module","Fri Oct 17 08:01:08 UTC 2025","passed","Fri Oct 17 08:01:08 UTC 2025","","Scrypt Service","",""
"","4","should validate a row field with nested fields","SettingsFieldSchema","Fri Oct 17 08:01:15 UTC 2025","passed","Fri Oct 17 08:01:15 UTC 2025","","","",""
"","0","should set correct endpoint path","@studiocms/discord","Fri Oct 17 08:01:16 UTC 2025","passed","Fri Oct 17 08:01:16 UTC 2025","","OAuth provider configuration","",""
"","4","Editor with null content","MDX Editor component","Fri Oct 17 08:01:24 UTC 2025","passed","Fri Oct 17 08:01:24 UTC 2025","","Edge cases","",""
"","0","renderMarkDoc handles malformed content gracefully","MarkDoc Render Library","Fri Oct 17 08:01:11 UTC 2025","passed","Fri Oct 17 08:01:11 UTC 2025","","","",""
"","0","includes all paths if includePaths is undefined","Middleware Utils","Fri Oct 17 08:01:25 UTC 2025","passed","Fri Oct 17 08:01:25 UTC 2025","","handlerFilter","",""
"","1","returns true for a date within the last 30 days","withinLast30Days","Fri Oct 17 08:01:44 UTC 2025","passed","Fri Oct 17 08:01:44 UTC 2025","","","",""
"","0","returns input unchanged if there are no entities","decode","Fri Oct 17 08:01:42 UTC 2025","passed","Fri Oct 17 08:01:42 UTC 2025","","","",""
"","0","should have no required dependencies","@studiocms/discord","Fri Oct 17 08:01:16 UTC 2025","passed","Fri Oct 17 08:01:16 UTC 2025","","plugin structure","",""
"","1","should store resolved options in shared context on astro:config:done","studiocmsMD","Fri Oct 17 08:01:03 UTC 2025","passed","Fri Oct 17 08:01:03 UTC 2025","","plugin hooks","",""
"","2","should create a ScryptError with proper structure","Scrypt Module","Fri Oct 17 08:01:08 UTC 2025","passed","Fri Oct 17 08:01:08 UTC 2025","","ScryptError","",""
"","0","should return the passwordReset template","getTemplate","Fri Oct 17 08:01:57 UTC 2025","passed","Fri Oct 17 08:01:57 UTC 2025","","","",""
"","5","should handle mailer function errors","SMTP Service","Fri Oct 17 08:01:10 UTC 2025","passed","Fri Oct 17 08:01:10 UTC 2025","","Mailer function","",""
"","0","should allow custom message and hint","StudioCMSError","Fri Oct 17 08:01:52 UTC 2025","passed","Fri Oct 17 08:01:52 UTC 2025","","","",""
"","2","does not log info/debug when verbose is false","integrationLogger","Fri Oct 17 08:01:22 UTC 2025","passed","Fri Oct 17 08:01:22 UTC 2025","","","",""
"","2","throws on unexpected node type","loadChangelog","Fri Oct 17 08:01:28 UTC 2025","passed","Fri Oct 17 08:01:28 UTC 2025","","","",""
"","3","getUserPermissionLevel returns correct enum","User Module","Fri Oct 17 08:01:11 UTC 2025","passed","Fri Oct 17 08:01:11 UTC 2025","","","",""
"","11","Editor with very long content","MDX Editor component","Fri Oct 17 08:01:24 UTC 2025","passed","Fri Oct 17 08:01:24 UTC 2025","","Edge cases","",""
"","3","throws on invalid config","Zod Utils","Fri Oct 17 08:01:27 UTC 2025","passed","Fri Oct 17 08:01:27 UTC 2025","","parseConfig","",""
"","0","mergeHead overwrites by new head","headConfigSchema","Fri Oct 17 08:01:22 UTC 2025","passed","Fri Oct 17 08:01:22 UTC 2025","","","",""
"","4","should return an AstroIntegration object with correct name","robotsTXT","Fri Oct 17 08:01:55 UTC 2025","passed","Fri Oct 17 08:01:55 UTC 2025","","","",""
"","0","returns NaN if no LCP values","webVitalsUtils","Fri Oct 17 08:01:08 UTC 2025","passed","Fri Oct 17 08:01:08 UTC 2025","","lcpDataAverage","",""
"","11","should report missing required props","ComponentRegistry","Fri Oct 17 08:01:05 UTC 2025","passed","Fri Oct 17 08:01:05 UTC 2025","","validateProps","",""
"","0","getDeleteRoute returns correct delete route","routeMap","Fri Oct 17 08:01:14 UTC 2025","passed","Fri Oct 17 08:01:14 UTC 2025","","","",""
"","1","throws if session.cookieName is missing or empty","Config Helper","Fri Oct 17 08:01:11 UTC 2025","passed","Fri Oct 17 08:01:11 UTC 2025","","makePasswordModConfig","",""
"","0","handles strings with special characters","Utils","Fri Oct 17 08:01:25 UTC 2025","passed","Fri Oct 17 08:01:25 UTC 2025","","firstUpperCase","",""
"","31","getAvatarUrl returns a valid URL for openid","Libravatar Utils","Fri Oct 17 08:01:26 UTC 2025","passed","Fri Oct 17 08:01:26 UTC 2025","","","",""
"","3","should have correct structure for each image","validImages","Fri Oct 17 08:01:49 UTC 2025","passed","Fri Oct 17 08:01:49 UTC 2025","","","",""
"","0","should handle preflight requests with CORS","Api-Route Tests","Fri Oct 17 08:01:08 UTC 2025","passed","Fri Oct 17 08:01:08 UTC 2025","","withEffectAPI tests","",""
"","0","should return path unchanged if no leading slash","pathGenerator utilities","Fri Oct 17 08:01:30 UTC 2025","passed","Fri Oct 17 08:01:30 UTC 2025","","stripLeadingSlash","",""
"","2","returns false if path is undefined","Watcher Utils","Fri Oct 17 08:01:40 UTC 2025","passed","Fri Oct 17 08:01:40 UTC 2025","","exists","",""
"","10","updates label text","updateElmLabel","Fri Oct 17 08:01:59 UTC 2025","passed","Fri Oct 17 08:01:59 UTC 2025","","","",""
"","1","should handle multiple component swaps","transformHTML","Fri Oct 17 08:01:14 UTC 2025","passed","Fri Oct 17 08:01:14 UTC 2025","","","",""
"","0","should return path unchanged if no trailing slash","pathGenerator utilities","Fri Oct 17 08:01:30 UTC 2025","passed","Fri Oct 17 08:01:30 UTC 2025","","stripTrailingSlash","",""
"","1","should handle app-toggled event with state true","app-utils","Fri Oct 17 08:01:14 UTC 2025","passed","Fri Oct 17 08:01:14 UTC 2025","","closeOnOutsideClick","",""
"","1","should dedent indented HTML before processing","transformHTML","Fri Oct 17 08:01:14 UTC 2025","passed","Fri Oct 17 08:01:14 UTC 2025","","","",""
"","0","should handle preflight requests without CORS","Api-Route Tests","Fri Oct 17 08:01:08 UTC 2025","passed","Fri Oct 17 08:01:08 UTC 2025","","withEffectAPI tests","",""
"","3","should call studiocms:astro:config hook with addIntegrations","studiocmsMDX","Fri Oct 17 08:01:04 UTC 2025","passed","Fri Oct 17 08:01:04 UTC 2025","","plugin hooks","",""
"","2","getSluggedRoute returns correct slugged route","routeMap","Fri Oct 17 08:01:14 UTC 2025","passed","Fri Oct 17 08:01:14 UTC 2025","","","",""
"","1","reads and parses JSON file content","readJson","Fri Oct 17 08:01:51 UTC 2025","passed","Fri Oct 17 08:01:51 UTC 2025","","","",""
"","0","should return the value of an existing cookie","getCookie","Fri Oct 17 08:01:39 UTC 2025","passed","Fri Oct 17 08:01:39 UTC 2025","","","",""
"","0","returns false if file does not exist","Watcher Utils","Fri Oct 17 08:01:40 UTC 2025","passed","Fri Oct 17 08:01:40 UTC 2025","","exists","",""
"","0","should fail if demoMode is a string","developerConfigSchema","Fri Oct 17 08:01:49 UTC 2025","passed","Fri Oct 17 08:01:49 UTC 2025","","","",""
"","0","plugin creation with custom options","StudioCMS MarkDoc Plugin","Fri Oct 17 08:01:14 UTC 2025","passed","Fri Oct 17 08:01:14 UTC 2025","","","",""
"","4","renders editor with CSRF token","WYSIWYG Editor Component","Fri Oct 17 08:01:39 UTC 2025","passed","Fri Oct 17 08:01:39 UTC 2025","","","",""
"","20","createRenderer function is available","WYSIWYG Partial Route","Fri Oct 17 08:01:40 UTC 2025","passed","Fri Oct 17 08:01:40 UTC 2025","","","",""
"","6","preserves required star in label","updateElmLabel","Fri Oct 17 08:01:59 UTC 2025","passed","Fri Oct 17 08:01:59 UTC 2025","","","",""
"","0","should handle HTML with no components to swap","transformHTML","Fri Oct 17 08:01:14 UTC 2025","passed","Fri Oct 17 08:01:14 UTC 2025","","","",""
"","0","should return true for current date in all checks","checkDate","Fri Oct 17 08:01:41 UTC 2025","passed","Fri Oct 17 08:01:41 UTC 2025","","","",""
"","5","getUserData returns logged in session for valid token","User Module","Fri Oct 17 08:01:11 UTC 2025","passed","Fri Oct 17 08:01:11 UTC 2025","","","",""
"","122","should fail verification with invalid configuration","SMTP Service","Fri Oct 17 08:01:07 UTC 2025","passed","Fri Oct 17 08:01:07 UTC 2025","","Transport verification","",""
"","1","should use custom default value","TemplateRenderer","Fri Oct 17 08:01:30 UTC 2025","passed","Fri Oct 17 08:01:30 UTC 2025","","Missing variables","",""
